ID;TravelMotives;TravelModes;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3
11927;2030170;A018985;PV22    ;2023JJ00;       .;       .;       .
11928;2030170;A018985;PV23    ;2018JJ00;       .;       .;       .
11929;2030170;A018985;PV23    ;2019JJ00;       .;       .;       .
11930;2030170;A018985;PV23    ;2020JJ00;       .;       .;       .
11931;2030170;A018985;PV23    ;2021JJ00;       .;       .;       .
11932;2030170;A018985;PV23    ;2022JJ00;       .;       .;       .
11933;2030170;A018985;PV23    ;2023JJ00;       .;       .;       .
11934;2030170;A018985;PV24    ;2018JJ00;       .;       .;       .
11935;2030170;A018985;PV24    ;2019JJ00;       .;       .;       .
11936;2030170;A018985;PV24    ;2020JJ00;       .;       .;       .
11937;2030170;A018985;PV24    ;2021JJ00;       .;       .;       .
11938;2030170;A018985;PV24    ;2022JJ00;       .;       .;       .
11939;2030170;A018985;PV24    ;2023JJ00;       .;       .;       .
11940;2030170;A018985;PV25    ;2018JJ00;    0.02;    0.05;    0.25
11941;2030170;A018985;PV25    ;2019JJ00;    0.02;    0.04;       .
11942;2030170;A018985;PV25    ;2020JJ00;       .;       .;       .
11943;2030170;A018985;PV25    ;2021JJ00;    0.02;    0.02;    0.22
11944;2030170;A018985;PV25    ;2022JJ00;    0.02;    0.04;    0.21
11945;2030170;A018985;PV25    ;2023JJ00;    0.02;    0.04;       .
11946;2030170;A018985;PV26    ;2018JJ00;    0.03;    0.07;    0.27
11947;2030170;A018985;PV26    ;2019JJ00;       .;       .;       .
11948;2030170;A018985;PV26    ;2020JJ00;    0.02;    0.03;    0.14
11949;2030170;A018985;PV26    ;2021JJ00;    0.02;    0.03;    0.18
11950;2030170;A018985;PV26    ;2022JJ00;    0.02;    0.04;    0.24
11951;2030170;A018985;PV26    ;2023JJ00;    0.02;    0.06;    0.26
11952;2030170;A018985;PV27    ;2018JJ00;    0.03;    0.10;    0.35
11953;2030170;A018985;PV27    ;2019JJ00;    0.02;    0.10;    0.33
11954;2030170;A018985;PV27    ;2020JJ00;    0.02;    0.06;       .
11955;2030170;A018985;PV27    ;2021JJ00;    0.02;    0.04;    0.29
11956;2030170;A018985;PV27    ;2022JJ00;    0.02;    0.06;    0.28
11957;2030170;A018985;PV27    ;2023JJ00;    0.02;    0.07;    0.35
11958;2030170;A018985;PV28    ;2018JJ00;    0.03;    0.09;    0.42
11959;2030170;A018985;PV28    ;2019JJ00;    0.03;    0.09;       .
11960;2030170;A018985;PV28    ;2020JJ00;    0.02;    0.04;    0.24
11961;2030170;A018985;PV28    ;2021JJ00;    0.02;    0.04;    0.29
11962;2030170;A018985;PV28    ;2022JJ00;    0.03;    0.06;    0.39
11963;2030170;A018985;PV28    ;2023JJ00;    0.02;    0.07;    0.33
11964;2030170;A018985;PV29    ;2018JJ00;       .;       .;       .
11965;2030170;A018985;PV29    ;2019JJ00;       .;       .;       .
11966;2030170;A018985;PV29    ;2020JJ00;       .;       .;       .
11967;2030170;A018985;PV29    ;2021JJ00;       .;       .;       .
11968;2030170;A018985;PV29    ;2022JJ00;       .;       .;       .
11969;2030170;A018985;PV29    ;2023JJ00;       .;       .;       .
11970;2030170;A018985;PV30    ;2018JJ00;    0.02;    0.04;       .
11971;2030170;A018985;PV30    ;2019JJ00;    0.03;    0.05;    0.27
11972;2030170;A018985;PV30    ;2020JJ00;    0.02;    0.03;    0.20
11973;2030170;A018985;PV30    ;2021JJ00;    0.02;    0.03;    0.21
11974;2030170;A018985;PV30    ;2022JJ00;    0.02;    0.04;    0.24
11975;2030170;A018985;PV30    ;2023JJ00;    0.02;    0.05;       .
11976;2030170;A018985;PV31    ;2018JJ00;       .;       .;       .
11977;2030170;A018985;PV31    ;2019JJ00;       .;       .;       .
11978;2030170;A018985;PV31    ;2020JJ00;    0.03;    0.02;       .
11979;2030170;A018985;PV31    ;2021JJ00;       .;       .;       .
11980;2030170;A018985;PV31    ;2022JJ00;    0.03;    0.04;    0.31
11981;2030170;A018985;PV31    ;2023JJ00;       .;       .;       .
12306;2030170;A018986;PV20    ;2018JJ00;       .;       .;       .
12307;2030170;A018986;PV20    ;2019JJ00;       .;       .;       .
12308;2030170;A018986;PV20    ;2020JJ00;       .;       .;       .
12309;2030170;A018986;PV20    ;2021JJ00;       .;       .;       .
12310;2030170;A018986;PV20    ;2022JJ00;       .;       .;       .
12311;2030170;A018986;PV20    ;2023JJ00;       .;       .;       .
12312;2030170;A018986;PV21    ;2018JJ00;       .;       .;       .
12313;2030170;A018986;PV21    ;2019JJ00;       .;       .;       .
12314;2030170;A018986;PV21    ;2020JJ00;       .;       .;       .
12315;2030170;A018986;PV21    ;2021JJ00;       .;       .;       .
12316;2030170;A018986;PV21    ;2022JJ00;       .;       .;       .
12317;2030170;A018986;PV21    ;2023JJ00;       .;       .;       .
12318;2030170;A018986;PV22    ;2018JJ00;       .;       .;       .
12319;2030170;A018986;PV22    ;2019JJ00;       .;       .;       .
12320;2030170;A018986;PV22    ;2020JJ00;       .;       .;       .
12321;2030170;A018986;PV22    ;2021JJ00;       .;       .;       .
12322;2030170;A018986;PV22    ;2022JJ00;       .;       .;       .
12323;2030170;A018986;PV22    ;2023JJ00;       .;       .;       .
12324;2030170;A018986;PV23    ;2018JJ00;    0.05;    1.41;    1.93
12325;2030170;A018986;PV23    ;2019JJ00;    0.05;    0.96;    1.24
12326;2030170;A018986;PV23    ;2020JJ00;       .;       .;       .
12327;2030170;A018986;PV23    ;2021JJ00;    0.04;    0.68;    0.87
12328;2030170;A018986;PV23    ;2022JJ00;       .;       .;       .
12329;2030170;A018986;PV23    ;2023JJ00;    0.04;    0.71;    1.04
12330;2030170;A018986;PV24    ;2018JJ00;       .;       .;       .
12331;2030170;A018986;PV24    ;2019JJ00;       .;       .;       .
12332;2030170;A018986;PV24    ;2020JJ00;       .;       .;       .
12333;2030170;A018986;PV24    ;2021JJ00;       .;       .;       .
12334;2030170;A018986;PV24    ;2022JJ00;       .;       .;       .
12335;2030170;A018986;PV24    ;2023JJ00;       .;       .;       .
12336;2030170;A018986;PV25    ;2018JJ00;    0.04;    1.02;    1.28
12337;2030170;A018986;PV25    ;2019JJ00;    0.04;    1.02;    1.19
12338;2030170;A018986;PV25    ;2020JJ00;    0.03;    0.50;    0.73
12339;2030170;A018986;PV25    ;2021JJ00;    0.03;    0.99;    1.22
12340;2030170;A018986;PV25    ;2022JJ00;    0.04;    1.10;    1.36
12341;2030170;A018986;PV25    ;2023JJ00;    0.03;    0.70;    0.92
12342;2030170;A018986;PV26    ;2018JJ00;    0.04;    0.95;    1.28
12343;2030170;A018986;PV26    ;2019JJ00;       .;       .;       .
12344;2030170;A018986;PV26    ;2020JJ00;    0.02;    0.52;    0.69
12345;2030170;A018986;PV26    ;2021JJ00;    0.03;    0.55;    0.71
12346;2030170;A018986;PV26    ;2022JJ00;    0.03;    0.67;    0.87
12347;2030170;A018986;PV26    ;2023JJ00;    0.03;    0.48;    0.76
12348;2030170;A018986;PV27    ;2018JJ00;    0.04;    0.77;    1.13
12349;2030170;A018986;PV27    ;2019JJ00;    0.04;    0.75;    1.20
12350;2030170;A018986;PV27    ;2020JJ00;    0.03;    0.40;    0.68
12351;2030170;A018986;PV27    ;2021JJ00;    0.02;    0.39;    0.57
12352;2030170;A018986;PV27    ;2022JJ00;    0.03;    0.57;    0.89
12353;2030170;A018986;PV27    ;2023JJ00;    0.03;    0.42;    0.75
12354;2030170;A018986;PV28    ;2018JJ00;    0.04;    0.98;    1.40
12355;2030170;A018986;PV28    ;2019JJ00;    0.04;    0.84;    1.38
12356;2030170;A018986;PV28    ;2020JJ00;    0.03;    0.42;    0.77
12357;2030170;A018986;PV28    ;2021JJ00;    0.03;    0.53;    0.86
12358;2030170;A018986;PV28    ;2022JJ00;    0.03;    0.58;    0.95
12359;2030170;A018986;PV28    ;2023JJ00;    0.03;    0.55;    0.88
12360;2030170;A018986;PV29    ;2018JJ00;       .;       .;       .
12361;2030170;A018986;PV29    ;2019JJ00;       .;       .;       .
12362;2030170;A018986;PV29    ;2020JJ00;       .;       .;       .
12363;2030170;A018986;PV29    ;2021JJ00;       .;       .;       .
12364;2030170;A018986;PV29    ;2022JJ00;       .;       .;       .
12365;2030170;A018986;PV29    ;2023JJ00;       .;       .;       .
12366;2030170;A018986;PV30    ;2018JJ00;    0.05;    1.10;    1.44
12367;2030170;A018986;PV30    ;2019JJ00;    0.03;    0.74;    1.00
12368;2030170;A018986;PV30    ;2020JJ00;    0.03;    0.36;    0.52
12369;2030170;A018986;PV30    ;2021JJ00;    0.03;    0.64;    0.84
12370;2030170;A018986;PV30    ;2022JJ00;    0.04;    0.96;    1.20
12371;2030170;A018986;PV30    ;2023JJ00;    0.03;    0.49;    0.68
12372;2030170;A018986;PV31    ;2018JJ00;    0.05;    0.93;    1.36
12373;2030170;A018986;PV31    ;2019JJ00;    0.04;    0.44;    0.75
12374;2030170;A018986;PV31    ;2020JJ00;    0.03;    0.44;    0.60
12375;2030170;A018986;PV31    ;2021JJ00;       .;       .;       .
12376;2030170;A018986;PV31    ;2022JJ00;       .;       .;       .
12377;2030170;A018986;PV31    ;2023JJ00;       .;       .;       .
16266;2820740;A048583;PV20    ;2018JJ00;       .;       .;       .
16267;2820740;A048583;PV20    ;2019JJ00;       .;       .;       .
16268;2820740;A048583;PV20    ;2020JJ00;       .;       .;       .
16269;2820740;A048583;PV20    ;2021JJ00;       .;       .;       .
16270;2820740;A048583;PV20    ;2022JJ00;       .;       .;       .
16271;2820740;A048583;PV20    ;2023JJ00;       .;       .;       .
16272;2820740;A048583;PV21    ;2018JJ00;    0.04;    1.26;    1.25
16273;2820740;A048583;PV21    ;2019JJ00;    0.05;    3.00;    2.77
16274;2820740;A048583;PV21    ;2020JJ00;       .;       .;       .
16275;2820740;A048583;PV21    ;2021JJ00;       .;       .;       .
16276;2820740;A048583;PV21    ;2022JJ00;       .;       .;       .
16277;2820740;A048583;PV21    ;2023JJ00;       .;       .;       .
16278;2820740;A048583;PV22    ;2018JJ00;       .;       .;       .
16279;2820740;A048583;PV22    ;2019JJ00;       .;       .;       .
16280;2820740;A048583;PV22    ;2020JJ00;       .;       .;       .
16281;2820740;A048583;PV22    ;2021JJ00;       .;       .;       .
16282;2820740;A048583;PV22    ;2022JJ00;       .;       .;       .
16283;2820740;A048583;PV22    ;2023JJ00;       .;       .;       .
16284;2820740;A048583;PV23    ;2018JJ00;    0.04;    1.33;    1.40
16285;2820740;A048583;PV23    ;2019JJ00;    0.06;    2.25;    2.27
16286;2820740;A048583;PV23    ;2020JJ00;    0.04;    1.17;    1.43
16287;2820740;A048583;PV23    ;2021JJ00;    0.05;    1.40;    1.55
16288;2820740;A048583;PV23    ;2022JJ00;    0.05;    1.84;    1.88
16289;2820740;A048583;PV23    ;2023JJ00;    0.05;    1.53;    1.80
16290;2820740;A048583;PV24    ;2018JJ00;       .;       .;       .
16291;2820740;A048583;PV24    ;2019JJ00;       .;       .;       .
16292;2820740;A048583;PV24    ;2020JJ00;       .;       .;       .
16293;2820740;A048583;PV24    ;2021JJ00;    0.05;    1.31;    1.44
16294;2820740;A048583;PV24    ;2022JJ00;    0.04;    1.42;    1.59
16295;2820740;A048583;PV24    ;2023JJ00;    0.04;       .;    1.31
16296;2820740;A048583;PV25    ;2018JJ00;    0.05;    1.61;    1.73
16297;2820740;A048583;PV25    ;2019JJ00;    0.09;    3.45;    3.57
16298;2820740;A048583;PV25    ;2020JJ00;    0.05;    1.76;    1.93
16299;2820740;A048583;PV25    ;2021JJ00;    0.05;    1.47;    1.62
16300;2820740;A048583;PV25    ;2022JJ00;    0.05;    1.42;    1.63
16301;2820740;A048583;PV25    ;2023JJ00;    0.05;    2.23;    2.45
16302;2820740;A048583;PV26    ;2018JJ00;    0.04;    1.81;    1.83
16303;2820740;A048583;PV26    ;2019JJ00;    0.07;    3.07;    3.03
16304;2820740;A048583;PV26    ;2020JJ00;    0.04;    1.48;    1.61
16305;2820740;A048583;PV26    ;2021JJ00;    0.04;    1.25;    1.37
16306;2820740;A048583;PV26    ;2022JJ00;    0.04;    1.47;    1.64
16307;2820740;A048583;PV26    ;2023JJ00;    0.05;    1.90;    2.09
16308;2820740;A048583;PV27    ;2018JJ00;    0.04;    1.41;    1.53
16309;2820740;A048583;PV27    ;2019JJ00;    0.05;    1.75;    1.93
16310;2820740;A048583;PV27    ;2020JJ00;    0.03;    0.78;    0.93
16311;2820740;A048583;PV27    ;2021JJ00;    0.03;    0.77;    0.93
16312;2820740;A048583;PV27    ;2022JJ00;    0.04;    1.09;    1.29
16313;2820740;A048583;PV27    ;2023JJ00;    0.04;    1.30;    1.49
16314;2820740;A048583;PV28    ;2018JJ00;    0.04;    1.39;    1.62
16315;2820740;A048583;PV28    ;2019JJ00;    0.06;    2.24;    2.58
16316;2820740;A048583;PV28    ;2020JJ00;    0.04;    1.27;    1.50
16317;2820740;A048583;PV28    ;2021JJ00;    0.04;    0.96;    1.27
16318;2820740;A048583;PV28    ;2022JJ00;    0.04;    1.16;    1.55
16319;2820740;A048583;PV28    ;2023JJ00;    0.04;    1.12;    1.37
16320;2820740;A048583;PV29    ;2018JJ00;       .;       .;       .
16321;2820740;A048583;PV29    ;2019JJ00;       .;       .;       .
16322;2820740;A048583;PV29    ;2020JJ00;       .;       .;       .
16323;2820740;A048583;PV29    ;2021JJ00;       .;       .;       .
16324;2820740;A048583;PV29    ;2022JJ00;       .;       .;       .
16325;2820740;A048583;PV29    ;2023JJ00;       .;       .;       .
16326;2820740;A048583;PV30    ;2018JJ00;    0.04;    1.54;    1.60
16327;2820740;A048583;PV30    ;2019JJ00;    0.07;    2.29;    2.62
16328;2820740;A048583;PV30    ;2020JJ00;    0.04;    1.23;    1.34
16329;2820740;A048583;PV30    ;2021JJ00;    0.06;    1.70;    1.84
16330;2820740;A048583;PV30    ;2022JJ00;    0.05;    1.41;    1.62
16331;2820740;A048583;PV30    ;2023JJ00;    0.06;    1.63;    1.93
16332;2820740;A048583;PV31    ;2018JJ00;    0.04;    1.57;    1.52
16333;2820740;A048583;PV31    ;2019JJ00;    0.06;    1.47;    1.71
16334;2820740;A048583;PV31    ;2020JJ00;    0.04;    1.05;    1.09
16335;2820740;A048583;PV31    ;2021JJ00;    0.04;    1.66;    1.65
16336;2820740;A048583;PV31    ;2022JJ00;    0.05;       .;    1.33
16337;2820740;A048583;PV31    ;2023JJ00;    0.06;    1.35;    1.59
16662;2820740;A048584;PV20    ;2018JJ00;       .;       .;       .
16663;2820740;A048584;PV20    ;2019JJ00;       .;       .;       .
16664;2820740;A048584;PV20    ;2020JJ00;       .;       .;       .
16665;2820740;A048584;PV20    ;2021JJ00;       .;       .;       .
16666;2820740;A048584;PV20    ;2022JJ00;       .;       .;       .
16667;2820740;A048584;PV20    ;2023JJ00;       .;       .;       .
16668;2820740;A048584;PV21    ;2018JJ00;       .;       .;       .
16669;2820740;A048584;PV21    ;2019JJ00;       .;       .;       .
16670;2820740;A048584;PV21    ;2020JJ00;       .;       .;       .
16671;2820740;A048584;PV21    ;2021JJ00;       .;       .;       .
16672;2820740;A048584;PV21    ;2022JJ00;       .;       .;       .
16673;2820740;A048584;PV21    ;2023JJ00;       .;       .;       .
16674;2820740;A048584;PV22    ;2018JJ00;       .;       .;       .
16675;2820740;A048584;PV22    ;2019JJ00;       .;       .;       .
16676;2820740;A048584;PV22    ;2020JJ00;       .;       .;       .
16677;2820740;A048584;PV22    ;2021JJ00;       .;       .;       .
16678;2820740;A048584;PV22    ;2022JJ00;       .;       .;       .
16679;2820740;A048584;PV22    ;2023JJ00;       .;       .;       .
16680;2820740;A048584;PV23    ;2018JJ00;       .;       .;       .
16681;2820740;A048584;PV23    ;2019JJ00;       .;       .;       .
16682;2820740;A048584;PV23    ;2020JJ00;       .;       .;       .
16683;2820740;A048584;PV23    ;2021JJ00;       .;       .;       .
16684;2820740;A048584;PV23    ;2022JJ00;       .;       .;       .
16685;2820740;A048584;PV23    ;2023JJ00;       .;       .;       .
16686;2820740;A048584;PV24    ;2018JJ00;       .;       .;       .
16687;2820740;A048584;PV24    ;2019JJ00;       .;       .;       .
16688;2820740;A048584;PV24    ;2020JJ00;       .;       .;       .
16689;2820740;A048584;PV24    ;2021JJ00;       .;       .;       .
16690;2820740;A048584;PV24    ;2022JJ00;       .;       .;       .
16691;2820740;A048584;PV24    ;2023JJ00;       .;       .;       .
16692;2820740;A048584;PV25    ;2018JJ00;       .;       .;       .
16693;2820740;A048584;PV25    ;2019JJ00;       .;       .;       .
16694;2820740;A048584;PV25    ;2020JJ00;       .;       .;       .
16695;2820740;A048584;PV25    ;2021JJ00;       .;       .;       .
16696;2820740;A048584;PV25    ;2022JJ00;       .;       .;       .
16697;2820740;A048584;PV25    ;2023JJ00;       .;       .;       .
16698;2820740;A048584;PV26    ;2018JJ00;       .;       .;       .
16699;2820740;A048584;PV26    ;2019JJ00;       .;       .;       .
16700;2820740;A048584;PV26    ;2020JJ00;       .;       .;       .
16701;2820740;A048584;PV26    ;2021JJ00;       .;       .;       .
16702;2820740;A048584;PV26    ;2022JJ00;       .;       .;       .
16703;2820740;A048584;PV26    ;2023JJ00;       .;       .;       .
16704;2820740;A048584;PV27    ;2018JJ00;       .;       .;       .
16705;2820740;A048584;PV27    ;2019JJ00;       .;       .;       .
16706;2820740;A048584;PV27    ;2020JJ00;       .;       .;       .
16707;2820740;A048584;PV27    ;2021JJ00;       .;       .;       .
16708;2820740;A048584;PV27    ;2022JJ00;       .;       .;       .
16709;2820740;A048584;PV27    ;2023JJ00;       .;       .;       .
16710;2820740;A048584;PV28    ;2018JJ00;       .;       .;       .
16711;2820740;A048584;PV28    ;2019JJ00;       .;       .;       .
16712;2820740;A048584;PV28    ;2020JJ00;       .;       .;       .
16713;2820740;A048584;PV28    ;2021JJ00;       .;       .;       .
16714;2820740;A048584;PV28    ;2022JJ00;       .;       .;       .
16715;2820740;A048584;PV28    ;2023JJ00;       .;       .;       .
16716;2820740;A048584;PV29    ;2018JJ00;       .;       .;       .
16717;2820740;A048584;PV29    ;2019JJ00;       .;       .;       .
16718;2820740;A048584;PV29    ;2020JJ00;       .;       .;       .
16719;2820740;A048584;PV29    ;2021JJ00;       .;       .;       .
16720;2820740;A048584;PV29    ;2022JJ00;       .;       .;       .
16721;2820740;A048584;PV29    ;2023JJ00;       .;       .;       .
16722;2820740;A048584;PV30    ;2018JJ00;       .;       .;       .
16723;2820740;A048584;PV30    ;2019JJ00;       .;       .;       .
16724;2820740;A048584;PV30    ;2020JJ00;       .;       .;       .
16725;2820740;A048584;PV30    ;2021JJ00;       .;       .;       .
16726;2820740;A048584;PV30    ;2022JJ00;       .;       .;       .
16727;2820740;A048584;PV30    ;2023JJ00;       .;       .;       .
16728;2820740;A048584;PV31    ;2018JJ00;       .;       .;       .
16729;2820740;A048584;PV31    ;2019JJ00;       .;       .;       .
16730;2820740;A048584;PV31    ;2020JJ00;       .;       .;       .
16731;2820740;A048584;PV31    ;2021JJ00;       .;       .;       .
16732;2820740;A048584;PV31    ;2022JJ00;       .;       .;       .
16733;2820740;A048584;PV31    ;2023JJ00;       .;       .;       .
17058;2820740;A018981;PV20    ;2018JJ00;       .;       .;       .
17059;2820740;A018981;PV20    ;2019JJ00;       .;       .;       .
17060;2820740;A018981;PV20    ;2020JJ00;       .;       .;       .
17061;2820740;A018981;PV20    ;2021JJ00;       .;       .;       .
17062;2820740;A018981;PV20    ;2022JJ00;       .;       .;       .
17063;2820740;A018981;PV20    ;2023JJ00;       .;       .;       .
17064;2820740;A018981;PV21    ;2018JJ00;       .;       .;       .
17065;2820740;A018981;PV21    ;2019JJ00;       .;       .;       .
17066;2820740;A018981;PV21    ;2020JJ00;       .;       .;       .
17067;2820740;A018981;PV21    ;2021JJ00;       .;       .;       .
17068;2820740;A018981;PV21    ;2022JJ00;       .;       .;       .
17069;2820740;A018981;PV21    ;2023JJ00;       .;       .;       .
17070;2820740;A018981;PV22    ;2018JJ00;       .;       .;       .
17071;2820740;A018981;PV22    ;2019JJ00;       .;       .;       .
